userName,score,at,content
Muda Restu,2,2021-10-02 11:11:52,Masih tiidak bisa daftar caranya gimana biar bisa kirim screenshot bukti klo g bs daftar? Nama : Rokhisatul Fifkiyah
Gepece Random Posting DE,1,2021-09-29 17:32:36,banyak anak magang...ada bug malah di pelihara...mendung pelihara kambing...jadi duit.. bug masukin tgl lahir..bloon nya ampe ubun ubun..
Michael Rebirth,1,2021-10-09 09:53:11,"Aplikasi sampah, bisa di salah gunakan developer, perlu akses lokasi nonstop nguras batre, akses ke contact, akses ke storage, akses ke kamera. Ga berguna cuma buat spy!"
Febian Wells,1,2021-09-16 06:58:35,Aplikasi BUMN kok banyak bugnya?
Ibn Abdullah,1,2021-10-02 03:22:46,Sudah divaksin tapi sertifikat ga muncul... Cuma statusnya doank yg berubah. Gimana nih yg mengelola uang negara??? Gak amanah
Hastyo Prasetyo,1,2021-09-15 05:26:52,"ngabisin batre, permissionnya kenapa wajib di aktifkan background untuk lokasi nya?. jadi kaya aplikasi tracker movement location."
fianrizky_,1,2021-09-15 04:54:35,Bad
Pasha Sasaa,1,2021-10-06 13:23:51,#freakbgt! #gabisadipake #ngeselin
Mona Nandia,2,2021-09-23 03:24:12,"kenapa tdk bisa di download ya ? sudah 3 hari dicoba, tp tetap sama, pending terus tdk bisa terinstall"
Billy Panjaitan,1,2021-09-30 07:58:55,APLIKASI BOBROK. Kenapa tiba2 data sertifikat vaksin gue bisa hilang? Hapus aja aplikasi ini. Gak berguna
irpan sae'an,1,2021-09-25 05:37:35,Selalu eror terus ?
PUTRA OYONG WIRAYOGA,5,2021-09-21 16:53:49,Nice aplication
Dwi Wulandari,5,2021-10-04 03:48:20,Very usefull
Wenang Budiargo,4,2021-09-17 14:04:38,Going better
Virel Bramasta,5,2021-09-30 06:52:31,So helpful
ni wayan wiratni,5,2021-10-08 11:47:29,Good app
Mohammad Ramadhani,5,2021-10-11 04:47:48,Good application
Imam Islahudin,2,2021-09-20 12:22:21,Kurang optimal
Fildzah Hasya Irawan,4,2021-09-27 03:51:11,Good lah
Riandi Wasito,5,2021-09-28 07:21:25,The best
ade landung,1,2021-09-22 07:54:40,always tracking
Nur Siswanto,5,2021-09-24 13:16:58,Good time
fitrikrisdiyanti,4,2021-10-01 06:45:53,Good app
Lahay Usmanij,5,2021-10-04 21:17:05,Good Apps
Nicodemus Mamentu,5,2021-09-15 02:14:54,Good aplication
Ariqa Siti Farhanah,5,2021-10-12 02:43:25,good application
Christian Wattimena,5,2021-09-26 16:50:36,Good enough
Kisnu Pusnawan,1,2021-09-30 05:07:02,Semua privasi diminta.
Rizka Muthia,2,2021-09-19 11:53:01,Ngabisin batre!
Feed N Die,1,2021-09-27 11:02:56,"tcih, mendokusai"
Hermawati Sukojo,1,2021-09-30 10:12:28,Aplikasi sampah.
zaenul hafidz,1,2021-09-29 14:58:16,bad
Fadil Nasution,1,2021-09-30 04:29:05,"Lah siapa sih yg buat apps ini, gak guna dan gak ada faedahnya, lu anak magang baru belajar coding?"
Dan W,1,2021-09-29 01:05:28,Harus banget nyalain gps ya? ribet sekali
Arina Sekar Basuki,3,2021-09-28 11:14:09,kok pas mau buka sertifikatnya tidak bisaa?
dream late,2,2021-09-23 14:28:20,yg vaksin dari luar negeri gimana cara masukinnya sementar mostly kita2gak punya NIK🤨 tlg donk ada opsi pake pasport selain NIK
Nenden nur khadijah,1,2021-10-11 05:59:25,Ngga bisa masukin data tanggal lahir. Sampe Lebih dari 3x install dan uninstall aplikasinya.. Aplikasi sampah apa ini??!!
Komar Uddin,5,2021-09-29 10:55:11,Indonesia Peduli Indonesia Sehat
Widada Spd58,5,2021-09-18 08:54:18,Great
martha pipi,1,2021-10-02 12:28:02,Tidak ada sertifikat vaksin di akun saya.padahal no telpon yang saya cantumkan sama dengan pada saat saya daftar vaksin.saya sudah 2x vaksin.
Rendy Permana Putra,1,2021-10-05 19:11:20,Aplikasi ga guna!!!!
Ratna purnama,1,2021-10-12 14:25:08,USELESS
gidion alvian,1,2021-09-26 09:39:32,bad
Aby Haidar,1,2021-10-04 21:52:53,Useless
Azizah Marshani,1,2021-10-04 04:32:33,Error
Chris Rob,1,2021-10-08 10:40:56,Propaganda
Alif Fitrianto Ramadhan,1,2021-10-03 00:53:12,Bad
Zea Adella,1,2021-09-30 06:32:39,bad
ihza riyanto,5,2021-09-19 10:28:32,Hate it
Faisal N Y,1,2021-10-09 12:47:36,Bad
Rivancha chan,2,2021-09-17 10:22:29,Bad
Naser Holland,1,2021-10-01 14:53:44,Terrible
cantika permata,1,2021-09-30 11:39:43,Malware
REYLAAA !,1,2021-09-18 07:21:20,Error
Bill FLX,1,2021-10-05 05:55:09,Retarded
Agustina Nur Herawati,1,2021-09-26 11:19:45,worst
Abud Diawani,1,2021-09-15 03:38:33,useless
yosua richard,1,2021-09-15 10:47:23,Useless
ayatullah asfaroni,1,2021-09-24 10:23:05,Junk
Choi Dal Dal,1,2021-09-30 17:11:56,Bad
Fikri Ramadhan,1,2021-10-05 04:34:38,useless
Rafa Risa,1,2021-09-14 06:33:53,stfu
Joko Suseno,1,2021-09-28 04:21:01,Bad
Muhammad Wildan,1,2021-10-06 22:53:45,Useless
Nazri Mohammad,1,2021-09-30 11:32:12,Pemaksaan..!!! 2🤬🤬🤬
den subhan,5,2021-09-21 23:12:34,Indonesia Maju.
Lutfi Argubhi,2,2021-09-18 14:29:44,Vaksin kedua saya udah 2 minggu lebih belum keluar sertifikat digitalnya. Udah lapor berhari-hari tapi belum ada progress juga.
Subhan Saladin,1,2021-10-11 02:54:43,Fix Bug!
Zahra Awanis,1,2021-10-05 05:16:30,gmn sih mau masukin nik sama tanggal aja gak bisa.. udah bolak balik uninstal sama aja.. tolong perbaiki aplikasi nya.. ada keperluan mendesak jadi terhambat!
Jaja,3,2021-10-03 01:29:41,Kenapa status masih merah padahal sudah vaksin?
Channel Bas Bro,3,2021-09-17 09:05:48,"Tolong perbaikin lagi aplikasi ny .untuk kita para pekerja luar negri yg sudah di vaksin di luar negri , bagaimana cara input sertifikat vaksin ny . terimakasih"
sergio saldano,1,2021-10-01 08:15:01,Registrasi selalu gagal tanpa Ada penjelasan yang jelas. Meskipun data yg di input sudah benar. Developer aplikasinya bagaimana ini?
Ernawati Ernawati,5,2021-10-01 07:40:33,Good
Sobaru Daisuke,5,2021-09-29 10:19:50,awesome
Angela Yuniati,5,2021-09-16 13:18:19,Great
Petri Krisdiana,5,2021-09-26 04:08:18,Good
EDDIE PIYOTO,5,2021-09-17 01:30:06,EXCELLENT
Arie muftie,5,2021-09-27 12:30:06,Good
ulum ulum,4,2021-10-01 11:53:02,Good
Taufan Reza,4,2021-09-26 12:59:41,Good
anumonas anumonas,5,2021-09-16 23:20:31,Good
Nar wanti,5,2021-10-03 23:11:04,Good
Faradina Shalsa Billa,5,2021-09-27 10:26:22,good
Bakmi Bedog,5,2021-09-19 06:30:33,Convenience
muhamad akmal,5,2021-09-28 14:01:27,Good
M Munawaroh Ketua Umum PB PDHI,5,2021-09-26 04:25:03,Good
Ellen Ida Madjid,5,2021-10-03 07:32:01,Good
Dyah Nurwidyaningrum,5,2021-10-11 14:02:43,Easy
motor 88serpong,5,2021-09-23 11:13:53,good
Evan Rahadi,5,2021-09-23 09:59:23,Nice
Bobby Siagian,1,2021-10-05 13:37:33,Freedom
Neneng Nurhasanah,5,2021-09-24 10:24:06,Good
Sunadi QA,5,2021-09-15 12:11:11,good
rahayu traktor,5,2021-09-29 06:42:58,Nice
Dicky Rinaldy,5,2021-09-25 10:26:19,Usefull
data storage xpert,5,2021-10-06 01:57:39,good
Imanu Siswoputranto,5,2021-09-21 16:20:18,Awesome
priyaldi,5,2021-10-09 09:12:21,Good
Melswin Family,5,2021-10-06 00:13:42,Good
Theresia Kelbulan,5,2021-09-27 15:03:28,good
Achmad Fadilla,5,2021-09-15 03:31:07,Good
budi suherman,5,2021-09-18 03:12:06,Good
JEFRI RICARDO,5,2021-09-17 07:35:32,Good
Billy Kidz99,1,2021-09-24 03:37:57,"Udh vaksin ke dua tapi ngak keluar sertifikasinya, yg parahnya da 5bln sudah. Udh telepon 119 dan email jg ngak ada hasil."
Rakyat Game,1,2021-10-05 05:06:40,"Baterai cepat habis, aplikasi menjalankan gps 24 jam bahkan jika aplikasi ditutup. Lebih parah dari game, mau ngetrack covid19 atau manusianya"
Fadhila Rahma Dian Muslimah,1,2021-10-03 11:57:26,Sertifikat vaksin adik saya tidak muncul. Padahal sudah hijau tapi saat ingin memilih sertifikat vaksin selalu disuruh periksa lagi. Tolong benerin aplikasinya
Muhammad Hamzah,1,2021-10-05 10:44:44,"Mengecewakan, data Nama dan NIK saya dianggap tidak cocok, padahal sudah sama persis dengan KTP, sudah email ke alamat email resmi tapi no response"
Preciosa Design,1,2021-09-18 06:41:31,Begitu mau login...masukkan nomor.hp dan email keluar notifikasi user not found.. tolong donk segera dibenerin aplikasinya. Makasi
Sambal Terasi,1,2021-10-04 17:20:03,"Niat bikin aplikasi gak woi. Kalau gak niat jangan kerja lu, sedangkan kalau mau ke mall atau ke rsto harus scan LOL"
Toxina,1,2021-09-29 14:55:38,Satu saja ya
everything channel,1,2021-10-04 00:47:12,Aplikasi gak jelas
Agus A,1,2021-09-24 08:43:55,"Daftar aja ngga bisa, bilang kirim otp kemarin sampe sekarang ngga kirim. Udah bikin aturan yg nyusahin, app nya ngga bisa dipake. Mending tidur dirumah."
Fanti Dipo,3,2021-09-25 07:28:53,"Minta update kalender nya dongs. Bisa nulis sendiri. Apakabar ortu saya yang lahir tahun 50 an pegel beet, 50tahun slide kiri."
Resna Nurapriani,1,2021-09-14 11:12:16,"berkali kali install kenapa ga bisa setting lokasi ya, jadi bolak balik ke halaman utama aja terus, kirim kode otp, malah keterangan ttg aplikasi"
Sigit Hartono,5,2021-10-04 10:40:19,🖒bagus bgt...
tommy surya,1,2021-09-20 10:56:41,Saya merasa tidak ada fungsi dari aplikasi ini selain check in untuk masuk mall dll. semoga data pribadi tidak di salah gunakan..
Monica Lina,5,2021-10-12 10:12:36,"Mantap apk Peduli Lindungi tp suka eror krn abis pulsa n ga ada wifi di gedungnya, tp skarang bnyk mall yg sdh pake wifi Scan"
Martha Synthia Dewi,1,2021-09-25 00:46:05,Apasich ini aplikasi udh bisa di akses...tp tiba2 nggak bisa di buka lagi... apa harus uninstal trus instal ulang lagi seperti itu terus menerus???
I Gede Januartha,2,2021-10-04 11:00:57,"Mohon diperbaiki sebab Loading tempatnya belum akurat, Dan proses nya lama jadi padahal sudah di lokasi tetapi di map aplikasi malah terlihat di tempat lain."
Taufik Hidayat,5,2021-09-29 11:31:43,Aplikasi ini sangat membantu dari aspek informasi covid di lokasi kita bermukim. Semoga aplikasi ini terus bisa diperbaharui sesuai dengan tuntutan prokes. Terimakasih.
Troy Tonny,3,2021-09-23 09:19:37,Often updating...
Aink Camat,1,2021-10-05 08:15:38,Bodo amat..
abuabdullah ato',2,2021-10-05 08:34:08,mau isi data pribadi susah gak bisa input..udah isi sesuai sop sama juga gak bisa di input. tlg sgr d perbaiki agr bs bermanfaat secepatny
Roe Prijanto,1,2021-09-27 00:51:40,Applikasi ruwet...
Pur yanes,5,2021-09-29 13:31:18,Oke. Ok
Rajendra,1,2021-10-03 05:03:04,"Gagal terus ngga bisa masuk, solusinya apa ya? Bolak balik masukin nomor hp dan minta aktifkan lokasi, udah dijalanin balik lagi ke awal,, capek deh"
erni rahayu,1,2021-09-26 13:21:27,It sucks.
Pin Pin,5,2021-09-20 07:53:31,Sangat membantu..
zaki bahasyim,1,2021-09-30 23:38:42,"Ga usah wajibpin masyarakat install lah kalo masih banyak errornya, malu sama warga negara asing pada komplen bintang 1 semua."
Ade Sultan,1,2021-10-02 05:17:46,"Tolong kalau buat aplikasi ini yang sederhana saja. Mau masukan tanggal lahir kenapa harus manual tap mundur, bikin kerjaan aja"
I Gde Sucahya Jaya,1,2021-09-27 04:23:10,"Apps nya nyedot banyak batere, karena minta akses GPS terus terusan...masih belum bisa dipilih buat opsi tanpa nyalakan GPS."
Ilyas Yahya,5,2021-10-01 07:47:46,"membantu bgt kalo lagi jalan² atau ke luar, ga perlu bawa kartu vaksinn jdi tinggal nunjukin dari hp😆😆👍"
Herka Wanto,1,2021-09-28 12:15:52,Engga sengaja k apus APK peduli...Pas d install LG Dr playstore...malah kagak bisa Dan pending mlo status nya..
Annisa Fitriani,2,2021-09-17 11:05:47,"jelas2 ud dikirimin sms utk liat sertifikat vaksin, pas ud redirect masuk ke apps, dibilangnya belum ada sertifikat, gmn siy... IT nya tlg benerin, sy butuh sertifikat vaksin saya"
Suri Cahrina Pratiwi,2,2021-10-06 00:42:41,Lama bgt update lokasinya. Padahal GPS udh dinyalain sebelum sampai lokasi. Beberapa kali eror. Mohon ditingkatkan kembali untuk software. Agak menghambat ketika mau check in
Alfian D,1,2021-09-23 23:58:47,"Ga jelas di web maupun app, tulisan uda vaksin tapi sertifikat ga muncul karena vaksin ""tidak dilokasi yg ditentukan"" padahal vaksinnya di puskesmas (??????) Emak malah vaksin ke 2 muncul pertama ga ada (????)"
Kururu Hatsuharu,1,2021-09-25 05:25:23,"Aplikasi dalam negeri, tp kok ada banyak lobang dan lobangnya itu dari IP China mayoritas.... Apakah data kita sudah dicuri?"
Dian Pramana,1,2021-09-14 13:55:11,Masih banyak yg perlu diperbaiki. Semoga tim developer rajin baca hasil review para pengguna. Jangan bikin aplikasi yg membuat disinformasi bahkan bisa merugikan penggunanya.
Fhauzan Rahadian,1,2021-10-02 11:30:37,"Buat apa minta akses lokasi nyala terus? Ngehabisin baterai aja. Padahal fitur utamanya cek in gak pake gps juga, pake scan barcode."
Adn Riyu,1,2021-09-25 13:49:01,Nekak wong cilikk pakkkkk
Rivaldi Zidan,1,2021-10-04 23:56:50,Attitude tolong dibeli dulu
lord darah,1,2021-10-05 02:29:36,Serba bermasalah ni app
Nundna Ana,1,2021-09-30 08:43:32,Tidak bisa di gunakan
Aulia Shafira,2,2021-10-04 03:12:40,"Bilang ke atasannya jgn buru2 update versi baru, matengin dulu sampe bagus baru diupdate jadi pengguna gak disuruh upgrade terus2an. Repot kalo lagi butuh hrs update dulu"
Iqbal Lika Marja,5,2021-10-08 07:31:34,"Aplikasi auto close saat login, sudah clear cache, install ulang aplikasi, restart device. Login di website aman tidak ada kendala. Mohon bantuannya"
Voltusia oselrama Tamengchaos,5,2021-10-05 12:58:44,APLIKASI TEBAlIKKK!!!
Putri Rizky,1,2021-09-22 00:37:30,"Saya udah coba daftar vaksin berkali2 tapi selalu gagal. Respon selalu ""addressink"" sedangkan sekarang mau kemana2 harus ada aplikasi ini. Ga jelas aplikasi ga diperbaiki."
Andri mey Channel,5,2021-09-16 06:21:29,"Lebih di tingkatan lagi, keamanan data yang sudah di vaksin..dan sertifikat vaksin dosis II saya belum keluar, pada tanggal 6 September 2021"
Hans Hans,1,2021-09-26 11:23:03,"Ga tau guna nya apaan nih aplikasi,,, cuma buat sensor orang ke mall,, tp di lapangan jg gampang ditembus, aplikasi yg buat orang jd tambah repot tp ga nambah fungsi dan manfaat"
Nyimas Fadhilah,1,2021-09-14 15:51:35,"Luar biasa tidak berguna, setelah semua step dilewati bukannya bisa digunakan malah berakhir di pilihan untuk clear cache dan uninstall aplikasi, yaudah pilih uninstall aja"
Reni Dawati,1,2021-10-02 00:21:48,Awalnya minta d update.. tp tidak bisa d update muter2 aja.. Kemudian saya coba uninstall dan install kembali.. malah ga bisa diinstal muter-muter aja gmn nih min
novianto nugroho,1,2021-10-11 02:33:41,"Sertifikat tdk muncul. App Sdh yg terupdate. Tmpat wisata yg blm ada sinyal internet jd kendala. Knp tdk dibwt hybrid, bs save local trus diupload pas sdh ada sinyal."
TUTY KURNIYATI,1,2021-10-06 09:20:25,"Berkali kali coba instal, pas masukan data tgl lahir selalu gak bisa& gak mau respon, entah knapa, jadi susah mau ke mana mana yg membutuhkan scan barcode."
Jihar Auzar,1,2021-10-07 23:34:06,Ini aplikasi bisa di install gak sih?!?! 2 hari pending terus. Buat rakyat buat yang bagusan dikit lah.. developer yg bagus jangan yg abal2.
candi pancurawis,1,2021-09-14 05:26:59,"Aplikasi badut. Mau daftar vaksin gabisa. Ga kekirim2 kode otp nya. Giliran di desa ngadain vaksin gaboleh karena bukan KTP DOMISLI, katanya bebas KTP DOMISILI. PEMERINTAH ANEH"
Farrel wijaya,1,2021-09-24 07:52:38,gabisa masuk datanya.. padahal NIK sama nama udah sesuai sm KTP tapi selalu salah terus udah 2 minggu kaya gini. jadi susah beraktivitas kemana2.
Dhiya Uddin Afif,1,2021-09-14 01:21:54,"aplikasi yang sangat tidak berguna dan seakan dipaksakan agar ada yang mau download aplikasinya. ini adalah aplikasi untuk memonitor pergerakan anda , membatasi kebebasan anda, dan untuk memantau aktivitas smartphone anda."
Citra Aryani,1,2021-10-10 12:37:05,"Kemarin aplikasi saya tidak bermasalah, saya bisa cekin dan cekout dengan mudah. Kemarin saya ke brodway bsd. Tiba2 akun saya nggk bisa melihat sertifikat vaksin dan tidaj bisa digunakan untuk cek in dak cek out"
Listia Wati,1,2021-10-08 03:07:29,tolong dong saya sudah vaksin tapi kok gak keluar sertivkatnya 911 juga seperti tidak ada layanan sama sekali cuma robot saja opratornya
Obie Aja,1,2021-10-04 01:31:57,Aplikasi mencurigakan.. klo g naik transportasi publik dan ke mall g bakalan gw install ini app. paling klo masuk mall install abis itu uninstall lagi . gt aj terosss
Bandang Rendik Mahardhika,1,2021-10-04 11:11:46,Yang punya ide GPS harus nyala 24 jam itu siapa sih? Masa' developer ga punya otak? Ato jangan2 permintaan dari pengada proyeknya?
Baros,2,2021-09-22 00:07:53,Aplikasiny hany buat org2 yg menggunakan vaksin program pemerintah smntara yg sdah vaksin tp bkan program pemerintah bagaimana dan ga option dsna untuk mngisi data/bukti bahwa kita udah vaksin😑
Remigio Corbafo,2,2021-09-18 04:15:45,"Tolong diperbaiki: pengisian tanggal lahir sulit sekali dilakukan karena ketika sdh mundur jauh ke tahun kelahiran, saat klik malah kursornya sdh loncat ke field nama."
Imam Alfarizi Hakiki,1,2021-10-06 13:51:49,"Pertama kali install ini app, gila app apaan ini permision nya maksa bgt, mau jual data orang sampe behaviournya kebaca? gila kali yeh, untuk bsa diakses via app lain, bhay uninstall."
I Kadek Eka Sumarta,5,2021-09-17 23:18:30,"Aplikasi sering stop, untuk zona kenapa tiidak sesuai dengan peta zona dari dinkes setempat ya?, di aplikasi masuk zona merah, di data dinkes setempat masih hijau, karena tidak ada yg positif."
fandy adam,1,2021-09-15 13:56:00,Aneh nya stelah install meminta full akses all the time.. untuk apa yah? .. akses storage buat apa yah? Running di background? Running saat startup??? Buat apa yah...? Gak ngerti... Hhhmm jadi mirip pinjol ilegal... aplikasi not rekomen
asalotau,1,2021-10-02 08:11:14,"Suruh masukin tanggal lahir, tapi ga bisa masuk2.. Katanya suruh install apps ini buat syarat berpergian, tp kok bug nya parah min.. Tolong diperbaiki segera.. Thanks.."
Donat Peyang,1,2021-09-16 00:16:54,"Aplikasi yg sebenarnya sekarang ini banyak diperlukan sbg syarat bepergian, tapi setelah registrasi selalu kembali minta ijin akses dan gagal lagi untuk digunakan ... menyebalkan"
Ricky Boenardy,1,2021-09-14 08:26:18,"Parah, Setiap periksa sertifikat selalu tidak bisa padahal sudah ditulis sudah vaksi ke 2, verifikasi otp selalu lambat, harus pakai gps jadi nguras baterai dan tgl lahir tidak bisa dimasukkan, Perbaiki dong"
Catur Wijaya,1,2021-09-29 15:06:43,"setiap restart hp, aplikasi selalu hilang dan akhirnya mesti instal lg via playstore. padahal sangat sulit untuk update profil tapi setelah berhasil, aplikasi terhapus sendiri saat hp di restart."
Devan Anggryawan,4,2021-10-10 14:17:05,"Sedikit saran, untuk yang sering travelling , mungkin di paspor digital bisa sangat membantu apabila ada countdown masa berlaku hasil PCR atau antigen yang digunakan untuk penerbangan. Trims"
Givana Godjali,1,2021-09-24 14:47:02,"Saya sudah memasukkan NIK, nama lengkap, dan tanggal lahir utk perlengkapan profil tetapi tidak bisa di simpan dan diberitahu bahwa saya menginput NIK yang salah, padahal sudah sesuai KK :)"
Rini Rostiana,1,2021-09-20 02:58:56,"ngga ngerti kenapa app nya ke log out sendiri, masukin nomer hp malah katanya belum terdaftar, padahal beberapa jam sebelumnya masih bisa check in di stasiun."
Budiyono Sutarno,3,2021-09-20 02:05:22,Saya sdh punya sertifikat vaksinasi tapi di aplikasi ini tertulis tidak punya sertifikat vaksin (tidak bisa diperksa). Mohon aplikasi ini bisa diupgrade/diperbaiki agar lebih baik & mudah penggunaannya. Terima kasih
enggar Yonatan,1,2021-10-01 05:49:04,"Aplikasi milik negara tetapi tidak menggunakan bahasa negara dengan baik dan benar. English everywhere..... Pengutamaan Bahasa Indonesia baru didampingi bahasa Inggris, jangan terbalik! Aplikasi Publik Milik Negara lho ini!"
Yop Wikh,1,2021-09-15 17:30:42,Certificate?
jamaluddin fikri,1,2021-09-30 08:16:00,"Agak aneh, kanapa triger get data sertifikatnya dari nomer hp harusnya dari NIK dong. Banyak yg sertifikatnya gak keluar gara"" nomernya beda sama yg di tulis pas vaksinasi."
Yovie Halim,4,2021-10-01 02:08:42,Udh bisa
rizza,1,2021-09-24 12:49:39,"GPSnya ngaco terus, bilang lokasi buatan terdeteksi mulu padahal dah apus vpn ato semacamnya. Aplikasi lain ga begini, developer tolong dong feedback user diurus dgn baik!"
leni fita,1,2021-10-02 04:24:22,aplikasi SAMPAH.... gak guna bnget...hny utk cek yg sdh vaksin kopet.....slbh nya gk ada guna nya sma se x...... bner2 aplikasi SAMPAH..🖕🏻🖕🏻🖕🏻❗❗❗🐖🐖🐖
Daffa Audya,1,2021-10-06 18:25:54,Sampah.
Damarsari Ismartoyo,1,2021-10-08 08:26:15,"Saya sudah vaksin pertama dan sertifikat sudah keluar tetapi diaplikasi dan web nama saya tetap MERAH, sudah menghubungi CS tetapi SELALU sibuk... kalau seperti inikan sia-sia saya vaksin kalau ternyata tetap tidak bisa kemana-kemana"
kristoferbiondi,5,2021-10-05 09:22:20,"Petugas salah input NIK KTP, jadi NIK sertifikat vaksin ga sambung dengan pedulilindungi.. sekarang semua tempat diminta scan, ya dianggap belom vaksin.. cape deh.. lama lagi benerin cape de"
Meilani Yolanda,1,2021-10-03 12:36:15,Parah!
Ryno Xz,1,2021-09-30 00:06:54,more bug
Farell A,1,2021-10-06 18:32:39,APLIKASI TAI
Gerry Taufan Sutono,1,2021-10-04 11:52:23,App gajelas
Audhy Reza,1,2021-09-25 12:19:06,Gak guna
mike cool,1,2021-10-05 03:53:27,Tidak bagus
Mar Z,5,2021-09-23 07:46:31,Sudah bisa
Ardin FT,1,2021-10-04 09:10:52,Gak guna
Muhammad Siroj,1,2021-10-04 22:59:17,Banyak bug
Bibing Manik,1,2021-10-10 12:29:14,Ribet bgt
hilal afdhal,1,2021-09-30 08:36:58,Tidak bermanfaat
Hadi Iyong,1,2021-10-03 21:13:17,Bikin boros batre
Rudi Kurniadi,1,2021-10-01 06:49:43,Kasian anak magang
Kids Traveller,1,2021-10-05 01:44:40,menyusahlanasyarkat hidup bebas
Jangkisss Hermanto,1,2021-09-20 23:58:17,Menginstall karena terpaksa
Sigit Saputra,1,2021-09-30 10:22:02,Unfaedah!!!
Anadra Iqbal,1,2021-09-28 07:12:33,App tolol nyusahin
Gorga Sinaga,2,2021-09-18 12:20:01,"Sudah installed tapi saat mau scan, selalu muncul data saya tidak lengkap, harus masukkan NIK dan nama, tgl lahir dst.. setelah dilengkapi, system tidak bisa simpan data saya... Kenapa ya?"
Daeng Tahir,2,2021-10-13 22:46:05,Bikin susah
Husin Permana,5,2021-10-05 05:04:34,Goog job
Handy李,1,2021-09-24 13:41:20,cant login
Julmi Burhaeny,1,2021-09-28 10:49:46,Ngeribetin doang
Sweet Emma,1,2021-09-24 14:23:51,G update
Dwie Saputra,1,2021-10-10 06:20:01,Ga jelas
Fakhri akmal,1,2021-09-21 04:49:22,Data bocor
riskan 21,3,2021-09-23 12:10:42,Gabisa dipake
Adnn,5,2021-09-21 05:06:35,YAHAHA WAHYU
Rizqy Ben,1,2021-10-05 09:27:02,Gabisa login
Fajar Putra setiawan,1,2021-10-05 15:48:03,Ga guna
tati artati,1,2021-09-17 12:21:46,memakan batere
E.C,3,2021-10-07 08:07:16,Lelet update
Taufik Jaidy,1,2021-10-04 13:14:31,Ngeri ini
Fyodor Paligin,1,2021-09-18 02:41:18,Drains battery
Aryo Hani,1,2021-09-18 00:47:51,Ngabisin batre
Muhammad Taqi Abdul Aziz,1,2021-09-27 13:56:32,Menyusahkan masyarakat
hi everyone,1,2021-09-20 03:51:28,Tidak jelaaaaas
Puji Rahayu,1,2021-10-10 01:38:17,nguras batre
Oki Oktaryono,5,2021-09-26 12:26:44,Bermanfaat sekali
Garda Bratadijaya,1,2021-10-03 06:49:50,ribet ajg
Hario Baskoro,5,2021-09-30 15:05:12,Thank you
Taufiq Maggot,1,2021-09-30 15:02:02,mandatory systems
Nur Muhamad Asriadi,1,2021-10-12 10:05:06,aplikasi cacat
Anntika Sadeli putri,5,2021-10-04 20:28:14,Sangat memudahkan
Yusuf Purwanto,5,2021-10-11 00:36:33,Sangat bermanfaat
Ricky Sugiarto,1,2021-09-15 10:11:06,Bull shaq
Agung Kurniawan,1,2021-09-14 10:24:53,UI berat
Sasanti Handayani,4,2021-09-20 09:16:06,OK si
King Leon,1,2021-10-04 18:08:18,Ga guna
Badrain Aji,1,2021-09-30 04:10:21,Apk tolol
Prabowo Agung,4,2021-09-23 23:25:13,Lumayan bagus
Imam Naufal,3,2021-10-06 03:04:27,Ok thanks
Saxliaz,1,2021-09-18 05:49:15,Pemerintah tolol
Rey Sidivis,1,2021-09-26 18:00:44,Privacy CONCERN
Salman Yusuf,1,2021-09-14 13:01:57,RIP PRIVACY
khotjen tjhie,1,2021-09-23 09:29:33,always update
Dimas Waluyo Jati,1,2021-10-09 01:24:03,NGABISIN BATERAI
febrian ardiyanto,5,2021-09-25 06:15:03,indonesia sehat
Dena Melinda,1,2021-09-22 05:23:33,Aplikasi cacat
nur rohmawanto,1,2021-10-06 23:57:38,Bug everywhere
Via Sinta,2,2021-09-23 03:47:03,Tidak efektif
Samiaji Dwi Saputra,5,2021-10-07 03:46:46,Gk tau
Fikri Firdaus,1,2021-09-26 07:48:27,Aplikasi jele
citra haryani,3,2021-10-01 14:35:33,buggg terosss
Jamez Rodriguez,1,2021-10-03 14:28:13,Bocorr bocorr
verdi anto,1,2021-10-03 19:12:58,Banyak bug
Raditya Zefanya Utomo,5,2021-10-03 10:38:26,Terbaik sekali
Andy Respati,3,2021-09-14 14:04:06,Lumayan Lah
Deni Burhan,5,2021-09-17 14:05:14,Sangat bermanfaat
Ishaq Muis,1,2021-09-21 22:52:08,Aplikasi wkwkwkwkw
Gairah Tabu,1,2021-10-02 03:23:11,Disuruh pemerintah
Peternak AnisKembang,1,2021-10-04 13:10:40,Aplikasi jelekkk
Sekar Arum Nirmalasari,1,2021-10-04 11:59:36,"Ketika mau pake fitur scan gabisa,tertulis nik dan nama harus sesuai ktp,pdhl sudah sesuai dan dicek seharian berulang ulang memang sudah sesuai dan sertifikat juga sudah muncul di aplikasi. Pelase improve your system!"
Indra Budi,1,2021-09-17 11:53:04,No no no
Radhitya Bayu Alafima,1,2021-10-06 07:29:14,"Sudah vaksin pertama dan berstatus kuning, tapi tidak muncul sertifikat vaksin, riwayat, dan tiket untuk vaksin tahap kedua. GPS selalu aktif sehingga boros penggunaan baterai. Mohon review dijadikan bahan evaluasi, bukan dihapus."
